id_agresor,sexo_agre,edad_agre,r_fam_vic,conv_agre,r_nofiliar,zona_conf,armas
AGR_004012,F,50,21,,11,2,
AGR_004013,M,55,21,,2,2,
AGR_004014,M,33,1,2,,2,1
AGR_004015,M,55,21,,8,2,
AGR_004016,M,44,6,2,,2,3
AGR_004017,M,0,23,2,,2,11
AGR_004018,M,38,13,1,,2,3
AGR_004019,SD,40,21,,10,2,15
AGR_004020,M,21,2,1,,2,
AGR_004021,F,47,11,1,,2,3
AGR_004022,M,99,13,2,,2,
AGR_004023,M,32,18,2,,2,3
AGR_004024,M,56,14,1,,2,
AGR_004025,F,20,13,1,,2,15
AGR_004026,F,99,21,,10,2,
AGR_004027,M,27,18,2,,2,3
AGR_004028,M,0,21,,2,2,4
AGR_004029,F,24,3,2,,2,3
AGR_004030,M,22,3,2,,2,15
AGR_004031,M,15,21,,10,2,
AGR_004032,M,20,21,,8,2,3
AGR_004033,M,41,5,2,,2,15
AGR_004034,M,29,2,1,,2,2
AGR_004035,I,0,24,1,,2,1
AGR_004036,F,0,25,2,7,2,2
AGR_004037,F,0,25,2,10,2,2
AGR_004038,M,0,23,2,,1,15
AGR_004039,M,0,24,2,,2,13
AGR_004040,F,16,11,1,,2,3
AGR_004041,M,25,21,,7,2,4
AGR_004042,M,0,13,1,,2,1
AGR_004043,M,0,21,,,1,
AGR_004044,M,0,7,2,,2,3
AGR_004045,,12,18,1,,2,
AGR_004046,,21,7,2,,2,3
AGR_004047,F,21,10,2,,2,
AGR_004048,M,18,22,1,,2,
AGR_004049,,31,5,2,,2,3
AGR_004050,SD,40,21,,10,2,
AGR_004051,M,16,21,,1,2,
AGR_004052,,19,5,2,,2,3
AGR_004053,M,30,17,2,,2,2
AGR_004054,M,22,2,2,,2,1
AGR_004055,M,70,21,,1,2,
AGR_004056,SD,42,21,,8,2,
AGR_004057,M,55,17,2,,2,
AGR_004058,M,28,3,1,,2,
AGR_004059,F,32,2,1,,2,4
AGR_004060,M,28,5,2,,2,2
AGR_004061,M,34,21,,2,2,
AGR_004062,F,19,7,2,,2,4
AGR_004063,M,99,18,2,,2,3
AGR_004064,M,45,5,1,,2,3
AGR_004065,M,44,3,2,,2,3
AGR_004066,F,25,21,,10,2,3
AGR_004067,M,43,1,1,,2,1
AGR_004068,M,36,21,,10,2,4
AGR_004069,M,45,2,1,,2,15
AGR_004070,M,16,21,,11,2,
AGR_004071,M,0,11,1,,2,3
AGR_004072,M,23,21,,,2,3
AGR_004073,M,99,2,1,,2,2
AGR_004074,M,38,12,2,,2,
AGR_004075,M,34,21,,6,2,
AGR_004076,M,18,7,2,,2,1
AGR_004077,F,28,21,,1,2,
AGR_004078,M,50,20,2,,2,4
AGR_004079,M,32,13,1,,2,4
AGR_004080,M,25,5,2,,2,
AGR_004081,M,27,17,1,,2,
AGR_004082,F,0,25,2,10,2,13
AGR_004083,M,50,7,2,,2,3
AGR_004084,M,32,21,,6,2,
AGR_004085,M,28,15,2,,2,
AGR_004086,F,48,6,2,,2,4
AGR_004087,M,20,21,,8,2,4
AGR_004088,M,49,21,,10,2,
AGR_004089,M,45,1,2,,2,15
AGR_004090,M,19,21,,2,2,
AGR_004091,M,37,21,,7,2,
AGR_004092,SD,18,21,,10,2,
AGR_004093,M,46,9,1,,2,3
AGR_004094,M,28,14,1,,2,
AGR_004095,M,33,3,1,,2,1
AGR_004096,M,0,10,1,,2,15
AGR_004097,M,90,21,,6,2,
AGR_004098,F,13,21,,,2,
AGR_004099,F,30,21,,3,2,15
AGR_004100,M,55,21,,7,2,
AGR_004101,F,46,17,2,,2,15
AGR_004102,M,31,21,,6,2,
AGR_004103,M,0,13,1,,2,
AGR_004104,M,23,13,1,,2,
AGR_004105,F,58,15,1,,2,
AGR_004106,M,0,15,1,,2,1
AGR_004107,M,30,21,,3,2,
AGR_004108,F,68,13,1,,2,3
AGR_004109,F,13,21,,10,2,
AGR_004110,F,18,3,2,,2,
AGR_004111,,0,25,2,7,2,
AGR_004112,M,45,2,1,,2,1
AGR_004113,M,19,2,2,,2,3
AGR_004114,M,50,3,,,2,3
AGR_004115,M,49,1,1,,1,3
AGR_004116,F,25,9,1,,1,15
AGR_004117,,25,10,1,,1,
AGR_004118,M,45,19,2,,2,3
AGR_004119,M,38,2,1,,2,
AGR_004120,M,56,9,1,,2,15
AGR_004121,SD,20,21,,2,2,
AGR_004122,F,37,18,1,,2,3
AGR_004123,SD,99,17,2,,2,3
AGR_004124,M,22,7,2,,1,
AGR_004125,M,42,20,1,,2,
AGR_004126,M,72,13,1,,2,3
AGR_004127,M,23,21,,2,2,
AGR_004128,F,22,10,1,,2,3
AGR_004129,F,30,21,,6,2,3
AGR_004130,F,0,21,,,2,
AGR_004131,M,44,17,2,,2,
AGR_004132,F,34,1,1,,2,3
AGR_004133,F,19,3,2,,2,15
AGR_004134,M,0,3,2,,2,15
AGR_004135,M,15,3,2,,2,3
AGR_004136,M,44,1,1,,2,15
AGR_004137,M,42,10,1,,2,3
AGR_004138,F,28,10,2,,2,15
AGR_004139,M,34,17,1,,2,
AGR_004140,F,35,20,2,,2,3
AGR_004141,M,20,7,2,,2,
AGR_004142,M,26,23,,10,2,
AGR_004143,M,42,1,2,,2,3
AGR_004144,F,35,19,2,,2,3
AGR_004145,M,26,6,2,,2,15
AGR_004146,M,39,5,2,,2,15
AGR_004147,F,20,2,2,,2,3
AGR_004148,M,16,21,,10,2,
AGR_004149,M,32,3,1,,2,1
AGR_004150,M,21,21,,7,2,
AGR_004151,F,14,21,,10,2,15
AGR_004152,M,76,1,1,,2,15
AGR_004153,M,26,9,2,,2,
AGR_004154,M,59,10,1,,2,3
AGR_004155,M,11,21,,3,2,
AGR_004156,M,0,5,2,,2,3
AGR_004157,F,12,10,1,,2,3
AGR_004158,M,49,14,1,,2,
AGR_004159,M,33,21,,8,2,
AGR_004160,M,24,1,2,,2,15
AGR_004161,I,0,25,2,8,2,15
AGR_004162,F,0,25,1,11,2,3
AGR_004163,F,81,14,1,,2,12
AGR_004164,M,12,11,1,,2,4
AGR_004165,F,35,21,,7,2,
AGR_004166,M,19,21,,10,2,3
AGR_004167,F,33,10,1,,2,15
AGR_004168,M,14,21,,7,2,
AGR_004169,M,42,21,,6,2,
AGR_004170,M,23,21,,7,2,
AGR_004171,M,0,21,,1,2,3
AGR_004172,M,60,21,,7,2,
AGR_004173,F,23,1,1,,2,15
AGR_004174,M,48,21,,10,2,15
AGR_004175,F,22,10,2,,2,3
AGR_004176,F,20,21,,,2,
AGR_004177,F,16,17,,,2,
AGR_004178,M,18,17,1,,2,
AGR_004179,M,71,2,1,,2,15
AGR_004180,,28,6,2,,2,15
AGR_004181,F,15,13,1,,2,
AGR_004182,M,0,2,1,,2,
AGR_004183,M,45,21,,1,2,
AGR_004184,M,26,21,,8,2,
AGR_004185,F,27,10,1,,1,
AGR_004186,F,10,21,,2,2,
AGR_004187,M,0,21,,3,2,
AGR_004188,M,24,1,1,,2,1
AGR_004189,F,25,3,2,,2,3
AGR_004190,M,12,21,,10,2,
AGR_004191,F,19,18,1,,2,
AGR_004192,F,27,19,2,,2,3
AGR_004193,F,22,21,,6,2,4
AGR_004194,M,16,3,2,,2,4
AGR_004195,M,18,11,2,,2,4
AGR_004196,M,0,3,1,,2,
AGR_004197,F,10,21,,11,2,
AGR_004198,M,0,7,2,,2,
AGR_004199,M,0,22,2,10,2,4
AGR_004200,F,40,10,1,,2,4
AGR_004201,M,13,21,,,2,
AGR_004202,M,38,2,1,,2,1
AGR_004203,M,10,21,,7,2,
AGR_004204,M,25,21,,7,2,15
AGR_004205,M,0,9,,,2,3
AGR_004206,M,76,14,1,,2,
AGR_004207,M,30,11,2,,2,15
AGR_004208,M,36,1,1,,2,1
AGR_004209,F,14,21,,4,2,3
AGR_004210,M,55,21,,,2,
AGR_004211,M,29,11,1,,1,3
AGR_004212,M,0,21,,7,2,3
AGR_004213,M,21,21,,8,2,15
AGR_004214,SD,0,11,1,,2,
AGR_004215,M,22,21,,10,2,
AGR_004216,F,13,21,,6,2,
AGR_004217,F,33,2,1,,2,4
AGR_004218,M,28,1,1,,2,2
AGR_004219,M,13,13,1,,2,4
AGR_004220,F,99,23,,6,2,
AGR_004221,F,0,23,1,,2,2
AGR_004222,F,0,22,2,6,2,11
AGR_004223,M,21,6,2,,2,4
AGR_004224,F,16,21,,6,2,15
AGR_004225,M,0,19,1,,2,1
AGR_004226,M,98,21,,6,2,11
AGR_004227,M,28,2,1,,2,4
AGR_004228,M,25,21,,6,2,3
AGR_004229,F,30,2,1,,2,1
AGR_004230,M,46,21,,7,2,
AGR_004231,F,30,21,,8,2,3
AGR_004232,M,37,9,1,,2,4
AGR_004233,F,13,18,2,,2,3
AGR_004234,F,13,18,2,,2,
AGR_004235,M,31,9,2,,2,3
AGR_004236,M,37,21,,8,2,
AGR_004237,M,29,21,,6,2,
AGR_004238,M,0,23,2,,1,1
AGR_004239,M,14,21,,11,2,
AGR_004240,M,41,2,1,,2,1
AGR_004241,M,31,7,1,,2,
AGR_004242,M,19,6,2,,2,
AGR_004243,M,31,2,1,,2,1
AGR_004244,M,44,5,2,,2,3
AGR_004245,M,51,1,1,,2,1
AGR_004246,M,22,5,1,,2,3
AGR_004247,F,13,10,1,,2,3
AGR_004248,SD,99,20,2,,2,
AGR_004249,M,36,6,,,2,
AGR_004250,M,30,21,,11,2,
AGR_004251,,0,25,2,8,2,3
AGR_004252,F,99,6,,,2,3
AGR_004253,F,35,18,1,,1,
AGR_004254,M,40,21,,10,2,15
AGR_004255,M,0,21,,2,2,15
AGR_004256,M,0,21,,4,2,15
AGR_004257,M,20,4,2,,2,
AGR_004258,F,99,21,,6,2,3
AGR_004259,M,37,13,1,,2,3
AGR_004260,M,27,1,1,,1,1
AGR_004261,M,38,11,1,,2,3
AGR_004262,M,26,3,2,,2,1
AGR_004263,F,99,17,2,,2,3
AGR_004264,M,26,9,1,,2,
AGR_004265,M,25,15,,,2,
AGR_004266,F,99,13,2,,2,4
AGR_004267,M,47,21,,2,2,
AGR_004268,M,31,6,2,,2,1
AGR_004269,F,55,1,1,,2,4
AGR_004270,F,0,25,1,3,2,15
AGR_004271,F,0,22,1,,2,2
AGR_004272,M,80,21,,6,2,15
AGR_004273,F,21,3,1,,2,2
AGR_004274,F,29,10,1,,2,15
AGR_004275,M,29,21,,6,2,3
AGR_004276,SD,35,21,,13,2,3
AGR_004277,M,10,13,2,,2,
AGR_004278,F,27,21,2,,2,15
AGR_004279,M,27,1,2,,2,15
AGR_004280,M,17,21,,1,2,3
AGR_004281,F,20,17,2,,2,
AGR_004282,M,52,14,2,,2,
AGR_004283,F,36,21,,1,2,
AGR_004284,M,0,21,,6,2,4
AGR_004285,F,2,25,2,4,,3
AGR_004286,M,0,10,1,,2,1
AGR_004287,F,0,25,2,12,2,
AGR_004288,F,0,22,2,10,2,11
AGR_004289,M,31,15,2,,2,15
AGR_004290,SD,99,1,1,,2,3
AGR_004291,F,29,21,,8,2,3
AGR_004292,M,99,21,,4,2,3
AGR_004293,M,11,13,1,,1,15
AGR_004294,M,53,2,1,,2,1
AGR_004295,M,0,2,1,,1,1
AGR_004296,M,33,2,,,2,3
AGR_004297,F,26,21,,6,2,4
AGR_004298,M,29,6,1,,2,4
AGR_004299,M,13,13,1,,2,3
AGR_004300,SD,27,21,,10,2,4
AGR_004301,SD,24,21,,2,2,
AGR_004302,M,65,21,,8,2,
AGR_004303,M,24,2,,,1,15
AGR_004304,M,20,21,,6,2,4
AGR_004305,F,28,21,,6,1,3
AGR_004306,M,33,21,,6,2,3
AGR_004307,M,43,5,2,,2,1
AGR_004308,M,44,12,2,,2,
AGR_004309,M,48,9,1,,1,
AGR_004310,M,29,5,2,,2,1
AGR_004311,F,2,25,1,9,,
AGR_004312,M,2,22,2,9,,4
AGR_004313,M,26,15,1,,2,
AGR_004314,F,26,2,1,,2,3
AGR_004315,F,24,10,,,2,
AGR_004316,M,28,21,,6,2,3
AGR_004317,M,14,21,,4,2,
AGR_004318,M,22,21,,2,2,1
AGR_004319,M,11,21,,2,2,
AGR_004320,F,36,1,1,,2,
AGR_004321,M,37,1,1,,2,1
AGR_004322,M,31,10,,,2,15
AGR_004323,M,24,21,,6,2,
AGR_004324,M,30,7,2,,2,1
AGR_004325,F,22,1,1,,2,15
AGR_004326,M,43,19,2,,2,
AGR_004327,M,46,6,2,,2,2
AGR_004328,F,30,9,2,,2,
AGR_004329,F,37,18,2,,2,
AGR_004330,M,34,17,2,,2,1
AGR_004331,F,30,11,1,,2,3
AGR_004332,M,48,1,1,,2,4
AGR_004333,M,23,6,1,,2,3
AGR_004334,F,2,22,2,9,,4
AGR_004335,F,19,21,,6,2,15
AGR_004336,M,22,2,1,,2,2
AGR_004337,SD,30,21,,6,2,4
AGR_004338,M,13,21,,10,2,
AGR_004339,M,31,3,1,,2,15
AGR_004340,M,14,21,,6,2,
AGR_004341,M,20,21,,7,2,4
AGR_004342,M,35,21,,7,2,
AGR_004343,M,70,15,2,,2,4
AGR_004344,M,25,21,,3,2,3
AGR_004345,M,99,21,,8,2,3
AGR_004346,M,70,1,1,,2,4
AGR_004347,M,14,3,1,,2,
AGR_004348,M,0,21,,11,2,3
AGR_004349,F,16,17,1,,2,3
AGR_004350,M,99,21,,6,2,15
AGR_004351,M,40,11,1,,2,3
AGR_004352,M,28,1,1,,2,
AGR_004353,F,0,23,1,,2,1
AGR_004354,M,0,25,2,13,2,15
AGR_004355,M,20,6,2,,2,
AGR_004356,F,15,7,2,,2,3
AGR_004357,M,37,2,1,,1,
AGR_004358,M,99,23,,,2,
AGR_004359,M,99,23,,4,2,
AGR_004360,M,0,5,2,,2,4
AGR_004361,M,31,10,1,,2,
AGR_004362,M,32,21,,7,2,
AGR_004363,M,40,21,,,2,
AGR_004364,M,38,6,1,,2,3
AGR_004365,M,21,13,1,,2,15
AGR_004366,SD,29,13,2,,2,3
AGR_004367,M,2,25,2,9,,11
AGR_004368,M,42,21,,6,2,13
AGR_004369,F,20,11,1,,2,3
AGR_004370,M,44,21,,10,2,3
AGR_004371,M,30,9,,,2,
AGR_004372,M,55,21,,,2,3
AGR_004373,M,46,1,,,2,
AGR_004374,F,44,21,,7,2,4
AGR_004375,M,42,5,2,,2,
AGR_004376,F,17,18,2,,2,
AGR_004377,F,21,21,,10,2,
AGR_004378,M,43,18,1,,2,
AGR_004379,M,35,1,,,2,3
AGR_004380,M,16,19,2,,2,4
AGR_004381,M,21,10,1,,2,3
AGR_004382,M,39,6,2,,2,3
AGR_004383,F,99,15,2,,2,
AGR_004384,M,20,1,1,,2,2
AGR_004385,M,19,8,2,,2,
AGR_004386,M,24,2,2,,2,1
AGR_004387,M,41,2,1,,2,4
AGR_004388,M,26,15,2,,2,
AGR_004389,M,12,9,2,,2,3
AGR_004390,F,26,2,1,,2,4
AGR_004391,M,52,4,2,,2,3
AGR_004392,F,32,10,1,,2,1
AGR_004393,M,25,21,,11,2,
AGR_004394,F,30,21,,11,2,15
AGR_004395,M,40,6,2,,2,15
AGR_004396,M,39,21,,11,2,3
AGR_004397,M,43,2,1,,2,4
AGR_004398,M,21,21,,11,2,
AGR_004399,M,25,3,1,,2,
AGR_004400,F,16,7,2,,2,
AGR_004401,M,10,21,,,2,
AGR_004402,M,27,21,,10,2,15
AGR_004403,F,40,6,2,,2,3
AGR_004404,F,17,21,,6,2,3
AGR_004405,M,20,3,2,,2,15
AGR_004406,F,22,2,1,,2,3
AGR_004407,M,18,21,,6,2,
AGR_004408,M,60,7,1,,2,
AGR_004409,M,22,21,,2,2,3
AGR_004410,F,28,10,1,,2,1
AGR_004411,F,28,11,2,,2,15
AGR_004412,M,14,7,2,,1,
AGR_004413,M,28,18,2,,2,3
AGR_004414,SD,36,21,,10,2,4
AGR_004415,M,65,1,1,,2,3
AGR_004416,F,32,11,1,,2,
AGR_004417,F,12,21,,7,2,
AGR_004418,M,12,7,2,,2,
AGR_004419,F,0,25,2,8,2,2
AGR_004420,M,2,23,1,,2,4
AGR_004421,M,33,21,,2,2,
AGR_004422,M,70,15,1,,2,
AGR_004423,M,23,3,2,,2,2
AGR_004424,M,26,19,2,,2,3
AGR_004425,M,72,14,2,,2,
AGR_004426,M,25,21,,2,2,3
AGR_004427,M,69,21,,7,2,
AGR_004428,M,16,15,1,,2,
AGR_004429,M,57,1,1,,2,15
AGR_004430,M,34,13,2,,2,3
AGR_004431,M,30,18,2,,2,15
AGR_004432,M,29,13,1,,2,3
AGR_004433,M,35,5,2,,2,2
AGR_004434,F,26,5,2,,2,1
AGR_004435,M,45,21,,10,2,
AGR_004436,M,26,2,,,2,1
AGR_004437,M,26,3,2,,1,
AGR_004438,F,0,21,,7,2,4
AGR_004439,F,27,7,2,,2,3
AGR_004440,F,0,13,2,,2,3
AGR_004441,M,16,21,,7,2,
AGR_004442,M,40,21,,7,2,4
AGR_004443,M,35,21,,11,2,4
AGR_004444,SD,38,21,,10,2,3
AGR_004445,M,48,21,,6,2,
AGR_004446,M,18,21,,11,2,
AGR_004447,F,0,21,,1,2,
AGR_004448,M,55,13,2,,2,
AGR_004449,M,29,15,1,,2,
AGR_004450,M,39,21,,6,2,
AGR_004451,M,27,21,,8,2,3
AGR_004452,M,26,3,2,,2,3
AGR_004453,M,30,10,1,,2,
AGR_004454,M,35,6,2,,2,4
AGR_004455,M,28,21,,10,2,
AGR_004456,F,39,10,1,,2,
AGR_004457,M,58,21,,10,2,3
AGR_004458,,25,2,1,,2,3
AGR_004459,M,45,14,1,,2,
AGR_004460,M,27,6,2,,2,
AGR_004461,M,35,21,,3,2,
AGR_004462,M,18,9,2,,2,
AGR_004463,F,50,14,2,,1,
AGR_004464,F,26,10,2,,2,
AGR_004465,M,28,21,,8,2,3
AGR_004466,M,40,21,,10,2,
AGR_004467,M,0,21,,7,2,4
AGR_004468,M,81,13,1,,2,3
AGR_004469,M,13,8,2,,2,
AGR_004470,F,22,21,,10,2,
AGR_004471,F,12,18,2,,2,
AGR_004472,SD,20,21,,6,2,3
AGR_004473,M,19,6,1,,2,3
AGR_004474,M,30,21,2,10,2,4
AGR_004475,M,24,10,1,,2,
AGR_004476,M,99,21,2,6,2,
AGR_004477,F,0,23,2,,2,16
AGR_004478,M,46,15,1,,2,
AGR_004479,M,0,21,2,6,2,
AGR_004480,SD,0,21,2,6,2,
AGR_004481,M,15,21,2,2,2,
AGR_004482,SD,0,21,,4,2,15
AGR_004483,F,75,11,2,,2,
AGR_004484,SD,25,21,2,2,2,3
AGR_004485,M,35,21,2,6,2,
AGR_004486,M,99,21,2,7,2,
AGR_004487,M,24,21,2,2,2,
AGR_004488,M,52,21,2,7,2,
AGR_004489,SD,15,21,2,10,2,
AGR_004490,F,29,21,,2,2,3
AGR_004491,SD,5,21,2,10,2,
AGR_004492,M,99,21,,13,1,3
AGR_004493,F,34,10,1,,2,15
AGR_004494,SD,99,21,2,10,2,
AGR_004495,M,41,1,2,,2,3
AGR_004496,M,22,18,1,,2,
AGR_004497,M,22,21,2,8,2,
AGR_004498,F,2,23,2,,,4
AGR_004499,M,25,21,2,11,2,
AGR_004500,M,41,5,2,,2,3
AGR_004501,SD,99,21,2,6,2,
AGR_004502,M,27,3,2,,2,2
AGR_004503,M,13,21,2,2,2,3
AGR_004504,M,0,21,2,7,2,
AGR_004505,M,20,21,2,3,2,
AGR_004506,SD,0,21,2,6,2,4
AGR_004507,M,25,21,2,13,2,3
AGR_004508,F,25,21,2,1,2,
AGR_004509,M,0,21,2,2,2,
AGR_004510,M,12,21,2,2,2,
AGR_004511,SD,0,21,2,10,2,11
AGR_004512,M,99,21,2,8,2,
AGR_004513,M,23,21,2,7,1,
AGR_004514,M,22,6,2,,2,15
AGR_004515,M,39,21,2,7,2,
AGR_004516,M,38,21,2,1,2,
AGR_004517,M,39,2,2,,2,3
AGR_004518,M,0,21,1,8,2,
AGR_004519,M,8,18,2,,2,
AGR_004520,M,44,21,2,7,2,
AGR_004521,M,38,21,,10,2,3
AGR_004522,I,0,25,2,4,2,
AGR_004523,M,0,22,1,,1,1
AGR_004524,M,0,6,2,,2,3
AGR_004525,M,18,21,2,2,2,
AGR_004526,M,45,21,2,7,2,
AGR_004527,F,65,10,1,,2,3
AGR_004528,M,57,2,1,,2,3
AGR_004529,M,65,9,1,,2,3
AGR_004530,M,45,1,1,,2,
AGR_004531,M,65,2,1,,2,4
AGR_004532,F,46,7,1,,2,3
AGR_004533,F,32,23,2,,2,3
AGR_004534,M,40,17,2,,2,3
AGR_004535,M,99,21,2,6,2,15
AGR_004536,F,0,19,2,,2,15
AGR_004537,F,13,21,2,8,2,3
AGR_004538,F,28,10,1,,2,3
AGR_004539,M,41,2,1,,2,
AGR_004540,F,29,1,1,,2,
AGR_004541,F,25,21,2,10,2,15
AGR_004542,F,0,21,,11,1,
AGR_004543,M,25,21,2,7,2,
AGR_004544,F,38,13,2,,2,2
AGR_004545,F,35,21,2,8,2,3
AGR_004546,F,22,19,1,,2,3
AGR_004547,F,0,21,,6,1,3
AGR_004548,M,33,5,1,,2,3
AGR_004549,M,53,9,2,,2,
AGR_004550,SD,99,21,2,6,1,
AGR_004551,M,13,21,2,2,2,
AGR_004552,SD,0,21,2,11,2,
AGR_004553,M,16,21,1,11,2,
AGR_004554,M,99,21,2,2,2,
AGR_004555,F,8,21,2,8,2,
AGR_004556,M,23,19,1,,2,
AGR_004557,M,17,6,2,,2,3
AGR_004558,M,0,13,1,,2,3
AGR_004559,F,0,21,2,8,2,3
AGR_004560,M,55,21,2,7,2,
AGR_004561,M,57,21,2,7,2,
AGR_004562,M,10,21,2,8,2,
AGR_004563,F,14,4,2,,2,
AGR_004564,M,20,9,2,,2,
AGR_004565,M,32,21,2,8,2,
AGR_004566,M,0,21,2,8,2,3
AGR_004567,M,99,8,1,,2,
AGR_004568,M,7,21,2,4,2,
AGR_004569,M,0,25,2,10,1,15
AGR_004570,F,0,21,2,1,2,
AGR_004571,M,21,21,2,3,2,
AGR_004572,F,5,10,1,,2,
AGR_004573,F,14,21,,4,2,4
AGR_004574,F,29,21,2,3,2,3
AGR_004575,M,31,8,2,,2,3
AGR_004576,M,65,5,2,,2,
AGR_004577,M,99,21,2,10,2,
AGR_004578,F,99,21,2,6,2,
AGR_004579,M,20,21,2,1,2,
AGR_004580,M,19,21,2,6,2,
AGR_004581,F,45,16,2,,2,1
AGR_004582,M,99,21,1,10,2,3
AGR_004583,F,19,18,1,,2,3
AGR_004584,M,35,21,,6,2,11
AGR_004585,SD,99,21,2,6,2,2
AGR_004586,M,48,21,2,6,2,
AGR_004587,F,64,1,1,,2,3
AGR_004588,M,39,3,1,,2,3
AGR_004589,M,14,21,,7,2,3
AGR_004590,M,61,1,1,,2,
AGR_004591,M,0,23,1,,2,12
AGR_004592,F,2,24,2,9,,3
AGR_004593,F,0,25,1,1,2,
AGR_004594,M,18,3,2,,2,4
AGR_004595,F,99,12,1,,2,15
AGR_004596,M,14,11,1,,2,4
AGR_004597,M,39,21,,13,2,
AGR_004598,F,99,5,1,,2,3
AGR_004599,M,44,21,2,10,2,
AGR_004600,M,30,21,2,3,2,
AGR_004601,M,30,21,1,13,2,
AGR_004602,M,70,21,,10,2,
AGR_004603,M,39,21,2,10,2,
AGR_004604,M,5,21,2,4,2,
AGR_004605,M,26,13,2,,2,15
AGR_004606,F,30,21,2,6,2,15
AGR_004607,F,88,1,1,,2,3
AGR_004608,M,61,2,1,,2,3
AGR_004609,F,33,1,1,,2,3
AGR_004610,M,58,1,1,,2,1
AGR_004611,F,30,21,2,3,2,15
AGR_004612,M,17,21,2,7,2,
AGR_004613,M,99,19,2,,2,
AGR_004614,M,57,9,1,,2,3
AGR_004615,M,35,21,1,,2,
AGR_004616,F,10,21,2,10,2,
AGR_004617,M,37,21,2,10,2,
AGR_004618,M,46,14,1,,2,
AGR_004619,M,19,21,2,7,2,
AGR_004620,M,40,21,2,10,2,
AGR_004621,M,62,7,2,,2,
AGR_004622,M,57,5,2,,2,3
AGR_004623,F,40,18,2,,2,3
AGR_004624,F,17,13,1,,2,4
AGR_004625,M,38,1,2,,2,15
AGR_004626,M,16,21,2,1,2,
AGR_004627,M,14,11,1,,2,
AGR_004628,M,0,21,2,4,2,
AGR_004629,M,33,21,1,,2,
AGR_004630,F,23,1,1,,2,3
AGR_004631,M,23,7,2,,2,15
AGR_004632,M,30,21,2,6,2,
AGR_004633,F,14,21,2,1,2,15
AGR_004634,M,35,21,2,8,2,
AGR_004635,F,29,11,1,,2,3
AGR_004636,SD,99,21,2,1,2,
AGR_004637,M,41,15,1,,2,3
AGR_004638,M,0,21,2,11,2,
AGR_004639,M,54,11,1,,2,3
AGR_004640,M,30,21,2,10,2,15
AGR_004641,M,10,21,1,8,2,
AGR_004642,F,99,21,2,1,2,
AGR_004643,M,20,21,2,6,2,
AGR_004644,M,46,1,2,,2,
AGR_004645,M,46,9,1,,2,
AGR_004646,M,54,21,,1,2,2
AGR_004647,M,99,21,2,6,2,4
AGR_004648,M,15,21,,2,2,4
AGR_004649,F,29,21,,13,2,
AGR_004650,M,0,14,1,,2,
AGR_004651,M,13,12,2,,2,
AGR_004652,M,45,21,2,10,2,
AGR_004653,F,40,21,,8,2,3
AGR_004654,M,0,21,2,10,2,
AGR_004655,F,18,21,,8,2,3
AGR_004656,M,0,25,2,13,1,
AGR_004657,F,23,7,2,,2,
AGR_004658,M,30,21,2,7,2,3
AGR_004659,M,17,21,,10,2,
AGR_004660,M,0,5,1,,2,15
AGR_004661,M,25,21,2,8,2,
AGR_004662,F,40,21,2,1,2,
AGR_004663,M,39,2,1,,2,
AGR_004664,F,61,16,1,,2,
AGR_004665,F,25,21,2,6,2,3
AGR_004666,M,54,11,1,,2,
AGR_004667,M,23,19,2,,2,3
AGR_004668,F,18,21,2,6,2,
AGR_004669,M,0,21,2,10,2,3
AGR_004670,M,15,6,2,,2,
AGR_004671,M,70,21,2,7,2,
AGR_004672,M,45,21,2,6,2,
AGR_004673,F,47,19,2,,2,3
AGR_004674,M,16,21,2,2,2,
AGR_004675,M,71,21,2,7,2,
AGR_004676,F,12,13,2,,2,
AGR_004677,M,35,21,2,7,2,
AGR_004678,M,99,10,1,,2,
AGR_004679,M,99,21,2,6,1,
AGR_004680,M,30,4,2,,2,
AGR_004681,F,25,6,2,,2,3
AGR_004682,M,37,3,2,,2,
AGR_004683,F,0,23,1,,2,
AGR_004684,M,11,21,1,4,2,
AGR_004685,M,22,21,1,10,2,3
AGR_004686,M,45,21,2,2,2,
AGR_004687,SD,99,21,2,,2,
AGR_004688,M,99,5,1,,2,4
AGR_004689,F,21,1,1,,2,3
AGR_004690,M,36,10,2,,2,
AGR_004691,M,24,3,1,,2,
AGR_004692,M,27,6,1,,2,3
AGR_004693,M,15,21,2,6,2,
AGR_004694,M,35,21,2,6,2,4
AGR_004695,F,30,21,2,7,2,2
AGR_004696,M,53,1,1,,2,1
AGR_004697,M,99,19,1,,2,3
AGR_004698,M,21,6,2,,2,
AGR_004699,M,0,21,2,8,2,4
AGR_004700,F,19,2,1,,2,1
AGR_004701,M,41,9,2,,2,
AGR_004702,M,14,21,2,4,2,
AGR_004703,M,20,18,1,,2,
AGR_004704,F,13,21,2,7,2,
AGR_004705,M,42,6,2,,2,1
AGR_004706,F,28,18,2,,2,
AGR_004707,M,0,21,2,8,2,
AGR_004708,M,25,9,1,,2,4
AGR_004709,M,34,5,2,,2,1
AGR_004710,M,16,21,2,8,2,15
AGR_004711,M,15,21,2,7,2,
AGR_004712,M,29,13,1,,2,1
AGR_004713,M,35,11,1,,2,
AGR_004714,SD,0,21,2,7,2,15
AGR_004715,SD,16,21,2,2,2,15
AGR_004716,M,26,21,,2,2,3
AGR_004717,M,17,21,,8,2,
