id_tiempo,fecha,anio_hecho,mes_num,nombre_mes,trimestre,semana_epi,anio_epi,periodo_epid,mes_caso
TIME_003419,2020-08-20,2020,8,AGOSTO,3,7,2021,2,2
TIME_003420,2020-08-21,2020,8,AGOSTO,3,36,2020,9,8
TIME_003421,2020-08-22,2020,8,AGOSTO,3,35,2020,9,8
TIME_003422,2020-08-23,2020,8,AGOSTO,3,35,2020,9,8
TIME_003423,2020-08-24,2020,8,AGOSTO,3,34,2021,9,8
TIME_003424,2020-08-25,2020,8,AGOSTO,3,35,2020,9,8
TIME_003425,2020-08-26,2020,8,AGOSTO,3,4,2021,1,1
TIME_003426,2020-08-27,2020,8,AGOSTO,3,36,2020,9,9
TIME_003427,2020-08-28,2020,8,AGOSTO,3,34,2021,9,8
TIME_003428,2020-08-29,2020,8,AGOSTO,3,36,2020,9,8
TIME_003429,2020-08-30,2020,8,AGOSTO,3,40,2020,10,10
TIME_003430,2020-08-31,2020,8,AGOSTO,3,36,2020,9,9
TIME_003431,2020-09-01,2020,9,SEPTIEMBRE,3,42,2020,11,10
TIME_003432,2020-09-02,2020,9,SEPTIEMBRE,3,36,2020,9,9
TIME_003433,2020-09-03,2020,9,SEPTIEMBRE,3,9,2021,3,3
TIME_003434,2020-09-04,2020,9,SEPTIEMBRE,3,37,2020,10,9
TIME_003435,2020-09-05,2020,9,SEPTIEMBRE,3,36,2020,9,9
TIME_003436,2020-09-06,2020,9,SEPTIEMBRE,3,37,2020,10,9
TIME_003437,2020-09-07,2020,9,SEPTIEMBRE,3,38,2020,10,9
TIME_003438,2020-09-08,2020,9,SEPTIEMBRE,3,37,2020,10,9
TIME_003439,2020-09-09,2020,9,SEPTIEMBRE,3,37,2020,10,9
TIME_003440,2020-09-10,2020,9,SEPTIEMBRE,3,37,2020,10,9
TIME_003441,2020-09-11,2020,9,SEPTIEMBRE,3,37,2020,10,9
TIME_003442,2020-09-12,2020,9,SEPTIEMBRE,3,37,2020,10,9
TIME_003443,2020-09-13,2020,9,SEPTIEMBRE,3,38,2020,10,9
TIME_003444,2020-09-14,2020,9,SEPTIEMBRE,3,38,2020,10,9
TIME_003445,2020-09-15,2020,9,SEPTIEMBRE,3,38,2020,10,9
TIME_003446,2020-09-16,2020,9,SEPTIEMBRE,3,38,2020,10,9
TIME_003447,2020-09-17,2020,9,SEPTIEMBRE,3,38,2020,10,9
TIME_003448,2020-09-18,2020,9,SEPTIEMBRE,3,5,2021,2,2
TIME_003449,2020-09-19,2020,9,SEPTIEMBRE,3,38,2020,10,9
TIME_003450,2020-09-20,2020,9,SEPTIEMBRE,3,39,2021,10,9
TIME_003451,2020-09-21,2020,9,SEPTIEMBRE,3,39,2020,10,9
TIME_003452,2020-09-22,2020,9,SEPTIEMBRE,3,52,2022,13,1
TIME_003453,2020-09-23,2020,9,SEPTIEMBRE,3,39,2020,10,9
TIME_003454,2020-09-24,2020,9,SEPTIEMBRE,3,40,2020,10,10
TIME_003455,2020-09-25,2020,9,SEPTIEMBRE,3,39,2020,10,9
TIME_003456,2020-09-26,2020,9,SEPTIEMBRE,3,39,2020,10,9
TIME_003457,2020-09-27,2020,9,SEPTIEMBRE,3,40,2020,10,11
TIME_003458,2020-09-28,2020,9,SEPTIEMBRE,3,40,2020,10,11
TIME_003459,2020-09-29,2020,9,SEPTIEMBRE,3,40,2020,10,9
TIME_003460,2020-09-30,2020,9,SEPTIEMBRE,3,40,2020,10,10
TIME_003461,2020-10-01,2020,10,OCTUBRE,4,40,2020,10,10
TIME_003462,2020-10-02,2020,10,OCTUBRE,4,42,2020,11,10
TIME_003463,2020-10-03,2020,10,OCTUBRE,4,40,2020,10,10
TIME_003464,2020-10-04,2020,10,OCTUBRE,4,45,2020,12,11
TIME_003465,2020-10-05,2020,10,OCTUBRE,4,45,2020,12,11
TIME_003466,2020-10-06,2020,10,OCTUBRE,4,41,2020,11,10
TIME_003467,2020-10-07,2020,10,OCTUBRE,4,41,2020,11,10
TIME_003468,2020-10-08,2020,10,OCTUBRE,4,41,2020,11,10
TIME_003469,2020-10-09,2020,10,OCTUBRE,4,42,2020,11,10
TIME_003470,2020-10-10,2020,10,OCTUBRE,4,42,2020,11,10
TIME_003471,2020-10-11,2020,10,OCTUBRE,4,42,2020,11,10
TIME_003472,2020-10-12,2020,10,OCTUBRE,4,42,2020,11,10
TIME_003473,2020-10-13,2020,10,OCTUBRE,4,42,2020,11,10
TIME_003474,2020-10-14,2020,10,OCTUBRE,4,42,2020,11,10
TIME_003475,2020-10-15,2020,10,OCTUBRE,4,42,2020,11,10
TIME_003476,2020-10-16,2020,10,OCTUBRE,4,42,2020,11,10
TIME_003477,2020-10-17,2020,10,OCTUBRE,4,43,2020,11,10
TIME_003478,2020-10-18,2020,10,OCTUBRE,4,43,2020,11,10
TIME_003479,2020-10-19,2020,10,OCTUBRE,4,43,2020,11,10
TIME_003480,2020-10-20,2020,10,OCTUBRE,4,11,2021,3,3
TIME_003481,2020-10-21,2020,10,OCTUBRE,4,43,2020,11,10
TIME_003482,2020-10-22,2020,10,OCTUBRE,4,43,2020,11,11
TIME_003483,2020-10-23,2020,10,OCTUBRE,4,43,2020,11,10
TIME_003484,2020-10-24,2020,10,OCTUBRE,4,43,2020,11,10
TIME_003485,2020-10-25,2020,10,OCTUBRE,4,44,2020,11,10
TIME_003486,2020-10-26,2020,10,OCTUBRE,4,44,2020,11,12
TIME_003487,2020-10-27,2020,10,OCTUBRE,4,44,2020,11,10
TIME_003488,2020-10-28,2020,10,OCTUBRE,4,46,2020,12,11
TIME_003489,2020-10-29,2020,10,OCTUBRE,4,44,2020,11,10
TIME_003490,2020-10-30,2020,10,OCTUBRE,4,44,2020,11,10
TIME_003491,2020-10-31,2020,10,OCTUBRE,4,44,2020,11,10
TIME_003492,2020-11-01,2020,11,NOVIEMBRE,4,6,2021,2,2
TIME_003493,2020-11-02,2020,11,NOVIEMBRE,4,45,2020,12,11
TIME_003494,2020-11-03,2020,11,NOVIEMBRE,4,5,2021,2,2
TIME_003495,2020-11-04,2020,11,NOVIEMBRE,4,45,2020,12,11
TIME_003496,2020-11-05,2020,11,NOVIEMBRE,4,45,2020,12,11
TIME_003497,2020-11-06,2020,11,NOVIEMBRE,4,45,2020,12,11
TIME_003498,2020-11-07,2020,11,NOVIEMBRE,4,45,2020,12,11
TIME_003499,2020-11-08,2020,11,NOVIEMBRE,4,46,2020,12,11
TIME_003500,2020-11-09,2020,11,NOVIEMBRE,4,46,2020,12,11
TIME_003501,2020-11-10,2020,11,NOVIEMBRE,4,30,2021,8,7
TIME_003502,2020-11-11,2020,11,NOVIEMBRE,4,46,2020,12,11
TIME_003503,2020-11-12,2020,11,NOVIEMBRE,4,46,2020,12,11
TIME_003504,2020-11-13,2020,11,NOVIEMBRE,4,46,2020,12,11
TIME_003505,2020-11-14,2020,11,NOVIEMBRE,4,47,2020,12,11
TIME_003506,2020-11-15,2020,11,NOVIEMBRE,4,47,2020,12,11
TIME_003507,2020-11-16,2020,11,NOVIEMBRE,4,47,2020,12,11
TIME_003508,2020-11-17,2020,11,NOVIEMBRE,4,47,2020,12,11
TIME_003509,2020-11-18,2020,11,NOVIEMBRE,4,47,2020,12,12
TIME_003510,2020-11-19,2020,11,NOVIEMBRE,4,47,2020,12,11
TIME_003511,2020-11-20,2020,11,NOVIEMBRE,4,3,2021,1,1
TIME_003512,2020-11-21,2020,11,NOVIEMBRE,4,47,2020,12,11
TIME_003513,2020-11-22,2020,11,NOVIEMBRE,4,48,2020,12,11
TIME_003514,2020-11-23,2020,11,NOVIEMBRE,4,48,2020,12,12
TIME_003515,2020-11-24,2020,11,NOVIEMBRE,4,48,2020,12,11
TIME_003516,2020-11-25,2020,11,NOVIEMBRE,4,48,2020,12,11
TIME_003517,2020-11-26,2020,11,NOVIEMBRE,4,49,2020,13,12
TIME_003518,2020-11-27,2020,11,NOVIEMBRE,4,48,2020,12,1
TIME_003519,2020-11-28,2020,11,NOVIEMBRE,4,49,2020,13,12
TIME_003520,2020-11-29,2020,11,NOVIEMBRE,4,49,2020,13,11
TIME_003521,2020-11-30,2020,11,NOVIEMBRE,4,49,2020,13,12
TIME_003522,2020-12-01,2020,12,DICIEMBRE,4,39,2021,10,10
TIME_003523,2020-12-02,2020,12,DICIEMBRE,4,49,2020,13,12
TIME_003524,2020-12-03,2020,12,DICIEMBRE,4,49,2020,13,12
TIME_003525,2020-12-04,2020,12,DICIEMBRE,4,49,2020,13,12
TIME_003526,2020-12-05,2020,12,DICIEMBRE,4,49,2020,13,12
TIME_003527,2020-12-06,2020,12,DICIEMBRE,4,50,2020,13,12
TIME_003528,2020-12-07,2020,12,DICIEMBRE,4,50,2020,13,12
TIME_003529,2020-12-08,2020,12,DICIEMBRE,4,50,2020,13,12
TIME_003530,2020-12-09,2020,12,DICIEMBRE,4,50,2020,13,12
TIME_003531,2020-12-10,2020,12,DICIEMBRE,4,51,2020,13,12
TIME_003532,2020-12-11,2020,12,DICIEMBRE,4,50,2020,13,12
TIME_003533,2020-12-12,2020,12,DICIEMBRE,4,1,2021,1,1
TIME_003534,2020-12-13,2020,12,DICIEMBRE,4,51,2020,13,12
TIME_003535,2020-12-14,2020,12,DICIEMBRE,4,1,2021,1,1
TIME_003536,2020-12-15,2020,12,DICIEMBRE,4,1,2021,1,1
TIME_003537,2020-12-16,2020,12,DICIEMBRE,4,51,2020,13,12
TIME_003538,2020-12-17,2020,12,DICIEMBRE,4,51,2020,13,12
TIME_003539,2020-12-18,2020,12,DICIEMBRE,4,52,2020,13,12
TIME_003540,2020-12-19,2020,12,DICIEMBRE,4,52,2020,13,12
TIME_003541,2020-12-20,2020,12,DICIEMBRE,4,3,2021,1,1
TIME_003542,2020-12-21,2020,12,DICIEMBRE,4,52,2020,13,12
TIME_003543,2020-12-22,2020,12,DICIEMBRE,4,52,2020,13,12
TIME_003544,2020-12-23,2020,12,DICIEMBRE,4,52,2020,13,12
TIME_003545,2020-12-24,2020,12,DICIEMBRE,4,52,2020,13,12
TIME_003546,2020-12-25,2020,12,DICIEMBRE,4,2,2021,1,1
TIME_003547,2020-12-26,2020,12,DICIEMBRE,4,53,2020,13,12
TIME_003548,2020-12-27,2020,12,DICIEMBRE,4,22,2021,6,6
TIME_003549,2020-12-28,2020,12,DICIEMBRE,4,32,2021,8,8
TIME_003550,2020-12-29,2020,12,DICIEMBRE,4,6,2021,2,2
TIME_003551,2020-12-30,2020,12,DICIEMBRE,4,53,2020,13,12
TIME_003552,2020-12-31,2020,12,DICIEMBRE,4,1,2021,1,1
TIME_003553,2021-01-01,2021,1,ENERO,1,53,2020,13,1
TIME_003554,2021-01-02,2021,1,ENERO,1,1,2021,1,1
TIME_003555,2021-01-03,2021,1,ENERO,1,1,2021,1,1
TIME_003556,2021-01-04,2021,1,ENERO,1,1,2021,1,1
TIME_003557,2021-01-05,2021,1,ENERO,1,1,2021,1,1
TIME_003558,2021-01-06,2021,1,ENERO,1,43,2021,11,10
TIME_003559,2021-01-07,2021,1,ENERO,1,1,2021,1,1
TIME_003560,2021-01-08,2021,1,ENERO,1,1,2021,1,1
TIME_003561,2021-01-09,2021,1,ENERO,1,2,2021,1,1
TIME_003562,2021-01-10,2021,1,ENERO,1,6,2021,2,2
TIME_003563,2021-01-11,2021,1,ENERO,1,3,2021,1,1
TIME_003564,2021-01-12,2021,1,ENERO,1,2,2021,1,1
TIME_003565,2021-01-13,2021,1,ENERO,1,2,2021,1,1
TIME_003566,2021-01-14,2021,1,ENERO,1,2,2021,1,1
TIME_003567,2021-01-15,2021,1,ENERO,1,2,2021,1,1
TIME_003568,2021-01-16,2021,1,ENERO,1,3,2021,1,1
TIME_003569,2021-01-17,2021,1,ENERO,1,3,2021,1,1
TIME_003570,2021-01-18,2021,1,ENERO,1,6,2021,2,2
TIME_003571,2021-01-19,2021,1,ENERO,1,3,2021,1,1
TIME_003572,2021-01-20,2021,1,ENERO,1,4,2021,1,1
TIME_003573,2021-01-21,2021,1,ENERO,1,3,2021,1,1
TIME_003574,2021-01-22,2021,1,ENERO,1,4,2021,1,1
TIME_003575,2021-01-23,2021,1,ENERO,1,4,2021,1,1
TIME_003576,2021-01-24,2021,1,ENERO,1,4,2021,1,1
TIME_003577,2021-01-25,2021,1,ENERO,1,43,2021,11,10
TIME_003578,2021-01-26,2021,1,ENERO,1,5,2021,2,2
TIME_003579,2021-01-27,2021,1,ENERO,1,4,2021,1,1
TIME_003580,2021-01-28,2021,1,ENERO,1,4,2021,1,1
TIME_003581,2021-01-29,2021,1,ENERO,1,5,2021,2,2
TIME_003582,2021-01-30,2021,1,ENERO,1,5,2021,2,2
TIME_003583,2021-01-31,2021,1,ENERO,1,5,2021,2,2
TIME_003584,2021-02-01,2021,2,FEBRERO,1,13,2021,4,3
TIME_003585,2021-02-02,2021,2,FEBRERO,1,5,2021,2,2
TIME_003586,2021-02-03,2021,2,FEBRERO,1,5,2022,2,2
TIME_003587,2021-02-04,2021,2,FEBRERO,1,5,2021,2,2
TIME_003588,2021-02-05,2021,2,FEBRERO,1,5,2021,2,2
TIME_003589,2021-02-06,2021,2,FEBRERO,1,5,2021,2,2
TIME_003590,2021-02-07,2021,2,FEBRERO,1,6,2021,2,2
TIME_003591,2021-02-08,2021,2,FEBRERO,1,11,2021,3,3
TIME_003592,2021-02-09,2021,2,FEBRERO,1,8,2021,2,2
TIME_003593,2021-02-10,2021,2,FEBRERO,1,6,2021,2,2
TIME_003594,2021-02-11,2021,2,FEBRERO,1,7,2021,2,2
TIME_003595,2021-02-12,2021,2,FEBRERO,1,7,2021,2,2
TIME_003596,2021-02-13,2021,2,FEBRERO,1,6,2021,2,2
TIME_003597,2021-02-14,2021,2,FEBRERO,1,7,2021,2,2
TIME_003598,2021-02-15,2021,2,FEBRERO,1,45,2022,12,11
TIME_003599,2021-02-16,2021,2,FEBRERO,1,7,2021,2,2
TIME_003600,2021-02-17,2021,2,FEBRERO,1,7,2021,2,2
TIME_003601,2021-02-18,2021,2,FEBRERO,1,7,2021,2,2
TIME_003602,2021-02-19,2021,2,FEBRERO,1,9,2021,3,3
TIME_003603,2021-02-20,2021,2,FEBRERO,1,10,2021,3,3
TIME_003604,2021-02-21,2021,2,FEBRERO,1,12,2021,3,3
TIME_003605,2021-02-22,2021,2,FEBRERO,1,8,2021,2,2
TIME_003606,2021-02-23,2021,2,FEBRERO,1,47,2021,12,11
TIME_003607,2021-02-24,2021,2,FEBRERO,1,8,2021,2,2
TIME_003608,2021-02-25,2021,2,FEBRERO,1,9,2021,3,3
TIME_003609,2021-02-26,2021,2,FEBRERO,1,9,2021,3,3
TIME_003610,2021-02-27,2021,2,FEBRERO,1,9,2021,3,3
TIME_003611,2021-02-28,2021,2,FEBRERO,1,9,2021,3,3
TIME_003612,2021-03-01,2021,3,MARZO,1,9,2021,3,3
TIME_003613,2021-03-02,2021,3,MARZO,1,9,2021,3,3
TIME_003614,2021-03-03,2021,3,MARZO,1,12,2021,3,3
TIME_003615,2021-03-04,2021,3,MARZO,1,9,2021,3,3
TIME_003616,2021-03-05,2021,3,MARZO,1,9,2021,3,3
TIME_003617,2021-03-06,2021,3,MARZO,1,9,2021,3,3
TIME_003618,2021-03-07,2021,3,MARZO,1,10,2021,3,3
TIME_003619,2021-03-08,2021,3,MARZO,1,10,2021,3,4
TIME_003620,2021-03-09,2021,3,MARZO,1,11,2021,3,3
TIME_003621,2021-03-10,2021,3,MARZO,1,12,2021,3,3
TIME_003622,2021-03-11,2021,3,MARZO,1,10,2021,3,3
TIME_003623,2021-03-12,2021,3,MARZO,1,10,2021,3,3
TIME_003624,2021-03-13,2021,3,MARZO,1,11,2022,3,3
TIME_003625,2021-03-14,2021,3,MARZO,1,11,2021,3,3
TIME_003626,2021-03-15,2021,3,MARZO,1,12,2021,3,3
TIME_003627,2021-03-16,2021,3,MARZO,1,12,2021,3,3
TIME_003628,2021-03-17,2021,3,MARZO,1,14,2021,4,4
TIME_003629,2021-03-18,2021,3,MARZO,1,11,2021,3,3
TIME_003630,2021-03-19,2021,3,MARZO,1,13,2021,4,3
TIME_003631,2021-03-20,2021,3,MARZO,1,11,2021,3,3
TIME_003632,2021-03-21,2021,3,MARZO,1,12,2021,3,3
TIME_003633,2021-03-22,2021,3,MARZO,1,12,2021,3,3
TIME_003634,2021-03-23,2021,3,MARZO,1,13,2022,16,3
TIME_003635,2021-03-24,2021,3,MARZO,1,12,2021,3,3
TIME_003636,2021-03-25,2021,3,MARZO,1,14,2021,4,4
TIME_003637,2021-03-26,2021,3,MARZO,1,14,2021,4,4
TIME_003638,2021-03-27,2021,3,MARZO,1,13,2021,4,3
TIME_003639,2021-03-28,2021,3,MARZO,1,13,2021,4,3
TIME_003640,2021-03-29,2021,3,MARZO,1,13,2021,4,3
TIME_003641,2021-03-30,2021,3,MARZO,1,13,2021,4,3
TIME_003642,2021-03-31,2021,3,MARZO,1,15,2021,4,4
TIME_003643,2021-04-01,2021,4,ABRIL,2,14,2021,4,4
TIME_003644,2021-04-02,2021,4,ABRIL,2,13,2021,4,4
TIME_003645,2021-04-03,2021,4,ABRIL,2,14,2021,4,4
TIME_003646,2021-04-04,2021,4,ABRIL,2,14,2021,4,4
TIME_003647,2021-04-05,2021,4,ABRIL,2,16,2021,4,4
TIME_003648,2021-04-06,2021,4,ABRIL,2,14,2021,4,4
TIME_003649,2021-04-07,2021,4,ABRIL,2,14,2021,4,4
TIME_003650,2021-04-08,2021,4,ABRIL,2,15,2021,4,4
TIME_003651,2021-04-09,2021,4,ABRIL,2,14,2021,4,4
TIME_003652,2021-04-10,2021,4,ABRIL,2,14,2021,4,4
TIME_003653,2021-04-11,2021,4,ABRIL,2,19,2021,5,5
TIME_003654,2021-04-12,2021,4,ABRIL,2,15,2021,4,4
TIME_003655,2021-04-13,2021,4,ABRIL,2,15,2021,4,4
TIME_003656,2021-04-14,2021,4,ABRIL,2,16,2021,4,4
TIME_003657,2021-04-15,2021,4,ABRIL,2,15,2021,4,4
TIME_003658,2021-04-16,2021,4,ABRIL,2,16,2021,4,4
TIME_003659,2021-04-17,2021,4,ABRIL,2,15,2021,4,8
TIME_003660,2021-04-18,2021,4,ABRIL,2,16,2021,4,4
TIME_003661,2021-04-19,2021,4,ABRIL,2,16,2021,4,4
TIME_003662,2021-04-20,2021,4,ABRIL,2,38,2021,10,9
TIME_003663,2021-04-21,2021,4,ABRIL,2,16,2022,16,4
TIME_003664,2021-04-22,2021,4,ABRIL,2,16,2021,4,4
TIME_003665,2021-04-23,2021,4,ABRIL,2,16,2021,4,4
TIME_003666,2021-04-24,2021,4,ABRIL,2,17,2021,5,4
TIME_003667,2021-04-25,2021,4,ABRIL,2,17,2021,5,4
TIME_003668,2021-04-26,2021,4,ABRIL,2,19,2021,5,5
TIME_003669,2021-04-27,2021,4,ABRIL,2,42,2021,11,10
TIME_003670,2021-04-28,2021,4,ABRIL,2,17,2021,5,4
TIME_003671,2021-04-29,2021,4,ABRIL,2,18,2021,5,5
TIME_003672,2021-04-30,2021,4,ABRIL,2,22,2021,6,6
TIME_003673,2021-05-01,2021,5,MAYO,2,19,2021,5,5
TIME_003674,2021-05-02,2021,5,MAYO,2,18,2021,5,5
TIME_003675,2021-05-03,2021,5,MAYO,2,18,2021,5,5
TIME_003676,2021-05-04,2021,5,MAYO,2,18,2021,5,5
TIME_003677,2021-05-05,2021,5,MAYO,2,18,2021,5,5
TIME_003678,2021-05-06,2021,5,MAYO,2,18,2021,5,5
TIME_003679,2021-05-07,2021,5,MAYO,2,18,2021,5,5
TIME_003680,2021-05-08,2021,5,MAYO,2,18,2021,5,5
TIME_003681,2021-05-09,2021,5,MAYO,2,19,2021,5,7
TIME_003682,2021-05-10,2021,5,MAYO,2,23,2021,6,6
TIME_003683,2021-05-11,2021,5,MAYO,2,19,2021,5,5
TIME_003684,2021-05-12,2021,5,MAYO,2,19,2021,5,5
TIME_003685,2021-05-13,2021,5,MAYO,2,19,2021,5,5
TIME_003686,2021-05-14,2021,5,MAYO,2,20,2021,5,5
TIME_003687,2021-05-15,2021,5,MAYO,2,23,2021,6,6
TIME_003688,2021-05-16,2021,5,MAYO,2,20,2021,5,5
TIME_003689,2021-05-17,2021,5,MAYO,2,20,2021,5,5
TIME_003690,2021-05-18,2021,5,MAYO,2,20,2021,5,5
TIME_003691,2021-05-19,2021,5,MAYO,2,20,2021,5,5
TIME_003692,2021-05-20,2021,5,MAYO,2,21,2021,6,5
TIME_003693,2021-05-21,2021,5,MAYO,2,22,2021,6,5
TIME_003694,2021-05-22,2021,5,MAYO,2,42,2021,11,10
TIME_003695,2021-05-23,2021,5,MAYO,2,24,2021,6,6
TIME_003696,2021-05-24,2021,5,MAYO,2,24,2021,6,6
TIME_003697,2021-05-25,2021,5,MAYO,2,22,2021,6,6
TIME_003698,2021-05-26,2021,5,MAYO,2,21,2021,6,5
TIME_003699,2021-05-27,2021,5,MAYO,2,22,2021,6,6
TIME_003700,2021-05-28,2021,5,MAYO,2,22,2021,6,6
TIME_003701,2021-05-29,2021,5,MAYO,2,22,2021,6,6
TIME_003702,2021-05-30,2021,5,MAYO,2,22,2021,6,6
TIME_003703,2021-05-31,2021,5,MAYO,2,22,2021,6,6
TIME_003704,2021-06-01,2021,6,JUNIO,2,37,2021,10,9
TIME_003705,2021-06-02,2021,6,JUNIO,2,22,2021,6,6
TIME_003706,2021-06-03,2021,6,JUNIO,2,22,2021,6,6
TIME_003707,2021-06-04,2021,6,JUNIO,2,22,2021,6,6
TIME_003708,2021-06-05,2021,6,JUNIO,2,36,2021,9,9
TIME_003709,2021-06-06,2021,6,JUNIO,2,23,2021,6,6
TIME_003710,2021-06-07,2021,6,JUNIO,2,23,2021,6,6
TIME_003711,2021-06-08,2021,6,JUNIO,2,25,2021,7,6
TIME_003712,2021-06-09,2021,6,JUNIO,2,29,2021,8,7
TIME_003713,2021-06-10,2021,6,JUNIO,2,23,2021,6,6
TIME_003714,2021-06-11,2021,6,JUNIO,2,28,2021,7,7
TIME_003715,2021-06-12,2021,6,JUNIO,2,23,2021,6,6
TIME_003716,2021-06-13,2021,6,JUNIO,2,24,2021,6,6
TIME_003717,2021-06-14,2021,6,JUNIO,2,24,2021,6,7
TIME_003718,2021-06-15,2021,6,JUNIO,2,30,2021,8,7
TIME_003719,2021-06-16,2021,6,JUNIO,2,7,2022,2,2
TIME_003720,2021-06-17,2021,6,JUNIO,2,24,2021,6,6
TIME_003721,2021-06-18,2021,6,JUNIO,2,26,2021,7,7
TIME_003722,2021-06-19,2021,6,JUNIO,2,25,2021,7,6
TIME_003723,2021-06-20,2021,6,JUNIO,2,25,2021,7,6
TIME_003724,2021-06-21,2021,6,JUNIO,2,25,2021,7,6
TIME_003725,2021-06-22,2021,6,JUNIO,2,25,2021,7,6
TIME_003726,2021-06-23,2021,6,JUNIO,2,26,2021,7,6
TIME_003727,2021-06-24,2021,6,JUNIO,2,12,2022,3,3
TIME_003728,2021-06-25,2021,6,JUNIO,2,26,2021,7,6
TIME_003729,2021-06-26,2021,6,JUNIO,2,32,2021,8,8
TIME_003730,2021-06-27,2021,6,JUNIO,2,26,2021,7,6
TIME_003731,2021-06-28,2021,6,JUNIO,2,26,2021,7,7
TIME_003732,2021-06-29,2021,6,JUNIO,2,26,2021,7,6
TIME_003733,2021-06-30,2021,6,JUNIO,2,13,2022,16,3
TIME_003734,2021-07-01,2021,7,JULIO,3,27,2021,7,7
TIME_003735,2021-07-02,2021,7,JULIO,3,30,2021,8,7
TIME_003736,2021-07-03,2021,7,JULIO,3,27,2021,7,7
TIME_003737,2021-07-04,2021,7,JULIO,3,27,2021,7,7
TIME_003738,2021-07-05,2021,7,JULIO,3,27,2021,7,7
TIME_003739,2021-07-06,2021,7,JULIO,3,27,2021,7,7
TIME_003740,2021-07-07,2021,7,JULIO,3,28,2021,7,7
TIME_003741,2021-07-08,2021,7,JULIO,3,27,2021,7,7
TIME_003742,2021-07-09,2021,7,JULIO,3,28,2021,7,7
TIME_003743,2021-07-10,2021,7,JULIO,3,27,2021,7,7
TIME_003744,2021-07-11,2021,7,JULIO,3,28,2021,7,7
TIME_003745,2021-07-12,2021,7,JULIO,3,28,2021,7,8
TIME_003746,2021-07-13,2021,7,JULIO,3,33,2021,9,8
TIME_003747,2021-07-14,2021,7,JULIO,3,29,2021,8,7
TIME_003748,2021-07-15,2021,7,JULIO,3,30,2021,8,7
TIME_003749,2021-07-16,2021,7,JULIO,3,29,2021,8,7
TIME_003750,2021-07-17,2021,7,JULIO,3,29,2021,8,8
TIME_003751,2021-07-18,2021,7,JULIO,3,29,2021,8,7
TIME_003752,2021-07-19,2021,7,JULIO,3,31,2021,8,8
TIME_003753,2021-07-20,2021,7,JULIO,3,29,2021,8,8
TIME_003754,2021-07-21,2021,7,JULIO,3,31,2021,8,8
TIME_003755,2021-07-22,2021,7,JULIO,3,34,2021,9,8
TIME_003756,2021-07-23,2021,7,JULIO,3,30,2021,8,7
TIME_003757,2021-07-24,2021,7,JULIO,3,29,2021,8,8
TIME_003758,2021-07-25,2021,7,JULIO,3,30,2021,8,9
TIME_003759,2021-07-26,2021,7,JULIO,3,30,2021,8,7
TIME_003760,2021-07-27,2021,7,JULIO,3,30,2021,8,7
TIME_003761,2021-07-28,2021,7,JULIO,3,30,2021,8,7
TIME_003762,2021-07-29,2021,7,JULIO,3,30,2021,8,7
TIME_003763,2021-07-30,2021,7,JULIO,3,30,2021,8,7
TIME_003764,2021-07-31,2021,7,JULIO,3,31,2021,8,8
TIME_003765,2021-08-01,2021,8,AGOSTO,3,32,2021,8,8
TIME_003766,2021-08-02,2021,8,AGOSTO,3,31,2021,8,8
TIME_003767,2021-08-03,2021,8,AGOSTO,3,34,2021,9,8
TIME_003768,2021-08-04,2021,8,AGOSTO,3,31,2021,8,8
TIME_003769,2021-08-05,2021,8,AGOSTO,3,31,2021,8,8
TIME_003770,2021-08-06,2021,8,AGOSTO,3,31,2021,8,8
TIME_003771,2021-08-07,2021,8,AGOSTO,3,31,2021,8,8
TIME_003772,2021-08-08,2021,8,AGOSTO,3,32,2021,8,8
TIME_003773,2021-08-09,2021,8,AGOSTO,3,32,2021,8,8
TIME_003774,2021-08-10,2021,8,AGOSTO,3,32,2021,8,8
TIME_003775,2021-08-11,2021,8,AGOSTO,3,39,2021,10,9
TIME_003776,2021-08-12,2021,8,AGOSTO,3,32,2021,8,9
TIME_003777,2021-08-13,2021,8,AGOSTO,3,33,2021,9,8
TIME_003778,2021-08-14,2021,8,AGOSTO,3,32,2021,8,8
TIME_003779,2021-08-15,2021,8,AGOSTO,3,33,2021,9,8
TIME_003780,2021-08-16,2021,8,AGOSTO,3,33,2021,9,8
TIME_003781,2021-08-17,2021,8,AGOSTO,3,33,2021,9,8
TIME_003782,2021-08-18,2021,8,AGOSTO,3,33,2021,9,8
TIME_003783,2021-08-19,2021,8,AGOSTO,3,33,2021,9,8
TIME_003784,2021-08-20,2021,8,AGOSTO,3,34,2021,9,8
TIME_003785,2021-08-21,2021,8,AGOSTO,3,33,2021,9,8
TIME_003786,2021-08-22,2021,8,AGOSTO,3,35,2021,9,9
TIME_003787,2021-08-23,2021,8,AGOSTO,3,35,2021,9,8
TIME_003788,2021-08-24,2021,8,AGOSTO,3,34,2021,9,8
TIME_003789,2021-08-25,2021,8,AGOSTO,3,34,2021,9,8
TIME_003790,2021-08-26,2021,8,AGOSTO,3,34,2021,9,8
TIME_003791,2021-08-27,2021,8,AGOSTO,3,34,2021,9,8
TIME_003792,2021-08-28,2021,8,AGOSTO,3,35,2021,9,8
TIME_003793,2021-08-29,2021,8,AGOSTO,3,35,2021,9,8
TIME_003794,2021-08-30,2021,8,AGOSTO,3,35,2021,9,9
